nombre2 apellido1 ingresobase retencion empleados codempresa fechaInstalacion
nombre37;apelliodo20;431456404;-2185939;38;-116123850;12/12/2000
nombre38;apellido20;443456393;-2251248;39;-119555960;23/12/2011
nombre39;apelliodo21;455456382;-2316557;40;-122988070;12/12/2000
nombre40;apellido21;467456371;-2381866;41;-126420180;23/12/2011
nombre41;apelliodo22;479456360;-2447175;42;-129852290;12/12/2000
nombre42;apellido22;491456349;-2512484;43;-133284400;23/12/2011
nombre43;apelliodo23;503456338;-2577793;44;-136716510;12/12/2000
nombre44;apellido23;515456327;-2643102;45;-140148620;23/12/2011
nombre45;apelliodo24;527456316;-2708411;46;-143580730;12/12/2000
nombre46;apellido24;539456305;-2773720;47;-147012840;23/12/2011
nombre47;apelliodo25;551456294;-2839029;48;-150444950;12/12/2000
nombre48;apellido25;563456283;-2904338;49;-153877060;23/12/2011
nombre49;apelliodo26;575456272;-2969647;50;-157309170;12/12/2000
nombre50;apellido26;587456261;-3034956;51;-160741280;23/12/2011
nombre51;apelliodo27;599456250;-3100265;52;-164173390;12/12/2000
nombre52;apellido27;611456239;-3165574;53;-167605500;23/12/2011
nombre53;apelliodo28;623456228;-3230883;54;-171037610;12/12/2000
nombre54;apellido28;635456217;-3296192;55;-174469720;23/12/2011
nombre55;apelliodo29;647456206;-3361501;56;-177901830;12/12/2000
nombre56;apellido29;659456195;-3426810;57;-181333940;23/12/2011
nombre57;apelliodo30;671456184;-3492119;58;-184766050;12/12/2000
nombre58;apellido30;683456173;-3557428;59;-188198160;23/12/2011
nombre59;apelliodo31;695456162;-3622737;60;-191630270;12/12/2000
nombre60;apellido31;707456151;-3688046;61;-195062380;23/12/2011
nombre61;apelliodo32;719456140;-3753355;62;-198494490;12/12/2000
nombre62;apellido32;731456129;-3818664;63;-201926600;23/12/2011
nombre63;apelliodo33;743456118;-3883973;64;-205358710;12/12/2000
nombre64;apellido33;755456107;-3949282;65;-208790820;23/12/2011
nombre65;apelliodo34;767456096;-4014591;66;-212222930;12/12/2000
nombre66;apellido34;779456085;-4079900;67;-215655040;23/12/2011
nombre67;apelliodo35;791456074;-4145209;68;-219087150;12/12/2000
nombre68;apellido35;803456063;-4210518;69;-222519260;23/12/2011
nombre69;apelliodo36;815456052;-4275827;70;-225951370;12/12/2000
nombre70;apellido36;827456041;-4341136;71;-229383480;23/12/2011
nombre71;apelliodo37;839456030;-4406445;72;-232815590;12/12/2000
nombre72;apellido37;851456019;-4471754;73;-236247700;23/12/2011
nombre73;apelliodo38;863456008;-4537063;74;-239679810;12/12/2000
nombre74;apellido38;875455997;-4602372;75;-243111920;23/12/2011
nombre75;apelliodo39;887455986;-4667681;76;-246544030;12/12/2000
nombre76;apellido39;899455975;-4732990;77;-249976140;23/12/2011
nombre77;apelliodo40;911455964;-4798299;78;-253408250;12/12/2000
nombre78;apellido40;923455953;-4863608;79;-256840360;23/12/2011
nombre79;apelliodo41;935455942;-4928917;80;-260272470;12/12/2000
nombre80;apellido41;947455931;-4994226;81;-263704580;23/12/2011
nombre81;apelliodo42;959455920;-5059535;82;-267136690;12/12/2000
nombre82;apellido42;971455909;-5124844;83;-270568800;23/12/2011
nombre83;apelliodo43;983455898;-5190153;84;-274000910;12/12/2000
nombre84;apellido43;995455887;-5255462;85;-277433020;23/12/2011
nombre85;apelliodo44;1007455876;-5320771;86;-280865130;12/12/2000
nombre86;apellido44;1019455865;-5386080;87;-284297240;23/12/2011
nombre87;apelliodo45;1031455854;-5451389;88;-287729350;12/12/2000
nombre88;apellido45;1043455843;-5516698;89;-291161460;23/12/2011
nombre89;apelliodo46;1055455832;-5582007;90;-294593570;12/12/2000
nombre90;apellido46;1067455821;-5647316;91;-298025680;23/12/2011
nombre91;apelliodo47;1079455810;-5712625;92;-301457790;12/12/2000
nombre92;apellido47;1091455799;-5777934;93;-304889900;23/12/2011
nombre93;apelliodo48;1103455788;-5843243;94;-308322010;12/12/2000
nombre94;apellido48;1115455777;-5908552;95;-311754120;23/12/2011
nombre95;apelliodo49;1127455766;-5973861;96;-315186230;12/12/2000
nombre96;apellido49;1139455755;-6039170;97;-318618340;23/12/2011
nombre97;apelliodo50;1151455744;-6104479;98;-322050450;12/12/2000
nombre98;apellido50;1163455733;-6169788;99;-325482560;23/12/2011
nombre99;apelliodo51;1175455722;-6235097;100;-328914670;12/12/2000
nombre100;apellido51;1187455711;-6300406;101;-332346780;23/12/2011
nombre101;apelliodo52;1199455700;-6365715;102;-335778890;12/12/2000
nombre102;apellido52;1211455689;-6431024;103;-339211000;23/12/2011
nombre103;apelliodo53;1223455678;-6496333;104;-342643110;12/12/2000
nombre104;apellido53;1235455667;-6561642;105;-346075220;23/12/2011
nombre105;apelliodo54;1247455656;-6626951;106;-349507330;12/12/2000
nombre106;apellido54;1259455645;-6692260;107;-352939440;23/12/2011
 ;apelliodo55;1271455634;-6757569;108;-356371550;12/12/2000
nombre108;apellido55;1283455623;-6822878;109;-359803660;23/12/2011
nombre109;apelliodo56;1295455612;-6888187;110;-363235770;12/12/2000
nombre110;apellido56;1307455601; ;111;-366667880;23/12/2011
nombre111;apelliodo57;1319455590;-7018805;112;-370099990; 
nombre112;apellido57;1331455579;-7084114;113;-373532100;23/12/2011
nombre113;apelliodo58;1343455568;-7149423;114;-376964210;12/12/2000
nombre114;apellido58;1355455557;-7214732;115;-380396320;23/12/2011
nombre115;apelliodo59;1367455546;-7280041;116;-383828430;12/12/2000
nombre116;apellido59;1379455535;-7345350;117;-387260540;23/12/2011
nombre117;apelliodo60;1391455524;-7410659;118;-390692650;12/12/2000
nombre118;apellido60;1403455513;-7475968;119;-394124760;23/12/2011
nombre119;apelliodo61;1415455502;-7541277;120;-397556870;12/12/2000
nombre120;apellido61;1427455491;-7606586;121;-400988980;23/12/2011
nombre121;apelliodo62;1439455480;-7671895;122;-404421090;12/12/2000
nombre122;apellido62;1451455469;-7737204;123;-407853200;23/12/2011
nombre123;apelliodo63;1463455458;-7802513;124;-411285310;12/12/2000
nombre124;apellido63;1475455447;-7867822;125;-414717420;23/12/2011
nombre125;apelliodo64;1487455436;-7933131;126;-418149530;12/12/2000
nombre126;apellido64;1499455425;-7998440;127;-421581640;23/12/2011
nombre127;apelliodo65;1511455414;-8063749;128;-425013750;12/12/2000
nombre128;apellido65;1523455403;-8129058;129;-428445860;23/12/2011
nombre129;apelliodo66;1535455392;-8194367;130;-431877970;12/12/2000
nombre130;apellido66;1547455381;-8259676;131;-435310080;23/12/2011
nombre131;apelliodo67;1559455370;-8324985;132;-438742190;12/12/2000
nombre132;apellido67;1571455359;-8390294;133;-442174300;23/12/2011
nombre133;apelliodo68;1583455348;-8455603;134;-445606410;12/12/2000
nombre134;apellido68;1595455337;-8520912;135;-449038520;23/12/2011
nombre135;apelliodo69;1607455326;-8586221;136;-452470630;12/12/2000
nombre136;apellido69;1619455315;-8651530;137;-455902740;23/12/2011
nombre137;apelliodo70;1631455304;-8716839;138;-459334850;12/12/2000
nombre138;apellido70;1643455293;-8782148;139;-462766960;23/12/2011
nombre139;apelliodo71;1655455282;-8847457;140;-466199070;12/12/2000
nombre140;apellido71;1667455271;-8912766;141;-469631180;23/12/2011
nombre141;apelliodo72;1679455260;-8978075;142;-473063290;12/12/2000
nombre142;apellido72;1691455249;-9043384;143;-476495400;23/12/2011
nombre143;apelliodo73;1703455238;-9108693;144;-479927510;12/12/2000
nombre144;apellido73;1715455227;-9174002;145;-483359620;23/12/2011
nombre145;apelliodo74;1727455216;-9239311;146;-486791730;12/12/2000
nombre146;apellido74;1739455205;-9304620;147;-490223840;23/12/2011
nombre147;apelliodo75;1751455194;-9369929;148;-493655950;12/12/2000
nombre148;apellido75;1763455183;-9435238;149;-497088060;23/12/2011
nombre149;apelliodo76;1775455172;-9500547;150;-500520170;12/12/2000
nombre150;apellido76;1787455161;-9565856;151;-503952280;23/12/2011
nombre151;apelliodo77;1799455150;-9631165;152;-507384390;12/12/2000
nombre152;apellido77;1811455139;-9696474;153;-510816500;23/12/2011
nombre153;apelliodo78;1823455128;-9761783;154;-514248610;12/12/2000
nombre154;apellido78;1835455117;-9827092;155;-517680720;23/12/2011
nombre155;apelliodo79;1847455106;-9892401;156;-521112830;12/12/2000
nombre156;apellido79;1859455095;-9957710;157;-524544940;23/12/2011
nombre157;apelliodo80;1871455084;-10023019;158;-527977050;12/12/2000
nombre158;apellido80;1883455073;-10088328;159;-531409160;23/12/2011
nombre159;apelliodo81;1895455062;-10153637;160;-534841270;12/12/2000
nombre160;apellido81;1907455051;-10218946;161;-538273380;23/12/2011
nombre161;apelliodo82;1919455040;-10284255;162;-541705490;12/12/2000
nombre162;apellido82;1931455029;-10349564;163;-545137600;23/12/2011
nombre163;apelliodo83;1943455018;-10414873;164;-548569710;12/12/2000
nombre164;apellido83;1955455007;-10480182;165;-552001820;23/12/2011
nombre165;apelliodo84;1967454996;-10545491;166;-555433930;12/12/2000
nombre166;apellido84;1979454985;-10610800;167;-558866040;23/12/2011
nombre167;apelliodo85;1991454974;-10676109;168;-562298150;12/12/2000
nombre168;apellido85;2003454963;-10741418;169;-565730260;23/12/2011
nombre169;apelliodo86;2015454952;-10806727;170;-569162370;12/12/2000
nombre170;apellido86;2027454941;-10872036;171;-572594480;23/12/2011
nombre171;apelliodo87;2039454930;-10937345;172;-576026590;12/12/2000
nombre172;apellido87;2051454919;-11002654;173;-579458700;23/12/2011
nombre173;apelliodo88;2063454908;-11067963;174;-582890810;12/12/2000
nombre174;apellido88;2075454897;-11133272;175;-586322920;23/12/2011
nombre175;apelliodo89;2087454886;-11198581;176;-589755030;12/12/2000
nombre176;apellido89;2099454875;-11263890;177;-593187140;23/12/2011
nombre177;apelliodo90;2111454864;-11329199;178;-596619250;12/12/2000
nombre178;apellido90;2123454853;-11394508;179;-600051360;23/12/2011
nombre179;apelliodo91;2135454842;-11459817;180;-603483470;12/12/2000
nombre180;apellido91;2147454831;-11525126;181;-606915580;23/12/2011
nombre181;apelliodo92;2159454820;-11590435;182;-610347690;12/12/2000
nombre182;apellido92;2171454809;-11655744;183;-613779800;23/12/2011
nombre183;apelliodo93;2183454798;-11721053;184;-617211910;12/12/2000
nombre184;apellido93;2195454787;-11786362;185;-620644020;23/12/2011
nombre185;apelliodo94;2207454776;-11851671;186;-624076130;12/12/2000
nombre186;apellido94;2219454765;-11916980;187;-627508240;23/12/2011
nombre187;apelliodo95;2231454754;-11982289;188;-630940350;12/12/2000
nombre188;apellido95;2243454743;-12047598;189;-634372460;23/12/2011
nombre189;apelliodo96;2255454732;-12112907;190;-637804570;12/12/2000
nombre190;apellido96;2267454721;-12178216;191;-641236680;23/12/2011
nombre191;apelliodo97;2279454710;-12243525;192;-644668790;12/12/2000
nombre192;apellido97;2291454699;-12308834;193;-648100900;23/12/2011
nombre193;apelliodo98;2303454688;-12374143;194;-651533010;12/12/2000
nombre194;apellido98;2315454677;-12439452;195;-654965120;23/12/2011
nombre195;apelliodo99;2327454666;-12504761;196;-658397230;12/12/2000
nombre196;apellido99;2339454655;-12570070;197;-661829340;23/12/2011
nombre197;apelliodo100;2351454644;-12635379;198;-665261450;12/12/2000
nombre198;apellido100;2363454633;-12700688;199;-668693560;23/12/2011
nombre199;apelliodo101;2375454622;-12765997;200;-672125670;12/12/2000
nombre200;apellido101;2387454611;-12831306;201;-675557780;23/12/2011
nombre201;apelliodo102;2399454600;-12896615;202;-678989890;12/12/2000
nombre202;apellido102;2411454589;-12961924;203;-682422000;23/12/2011
nombre203;apelliodo103;2423454578;-13027233;204;-685854110;12/12/2000
nombre204;apellido103;2435454567;-13092542;205;-689286220;23/12/2011
nombre205;apelliodo104;2447454556;-13157851;206;-692718330;12/12/2000
nombre206;apellido104;2459454545;-13223160;207;-696150440;23/12/2011
nombre207;apelliodo105;2471454534;-13288469;208;-699582550;12/12/2000
nombre208;apellido105;2483454523;-13353778;209;-703014660;23/12/2011
nombre209;apelliodo106;2495454512;-13419087;210;-706446770;12/12/2000
nombre210;apellido106;2507454501;-13484396;211;-709878880;23/12/2011
nombre211;apelliodo107;2519454490;-13549705;212;-713310990;12/12/2000
nombre212;apellido107;2531454479;-13615014;213;-716743100;23/12/2011
nombre213;apelliodo108;2543454468;-13680323;214;-720175210;12/12/2000
nombre214;apellido108;2555454457;-13745632;215;-723607320;23/12/2011
nombre215;apelliodo109;2567454446;-13810941;216;-727039430;12/12/2000
nombre216;apellido109;2579454435;-13876250;217;-730471540;23/12/2011
nombre217;apelliodo110;2591454424;-13941559;218;-733903650;12/12/2000
nombre218;apellido110;2603454413;-14006868;219;-737335760;23/12/2011
nombre219;apelliodo111;2615454402;-14072177;220;-740767870;12/12/2000
nombre220;apellido111;2627454391;-14137486;221;-744199980;23/12/2011
nombre221;apelliodo112;2639454380;-14202795;222;-747632090;12/12/2000
nombre222;apellido112;2651454369;-14268104;223;-751064200;23/12/2011
nombre223;apelliodo113;2663454358;-14333413;224;-754496310;12/12/2000
nombre224;apellido113;2675454347;-14398722;225;-757928420;23/12/2011
nombre225;apelliodo114;2687454336;-14464031;226;-761360530;12/12/2000
nombre226;apellido114;2699454325;-14529340;227;-764792640;23/12/2011
nombre227;apelliodo115;2711454314;-14594649;228;-768224750;12/12/2000
nombre228;apellido115;2723454303;-14659958;229;-771656860;23/12/2011
nombre229;apelliodo116;2735454292;-14725267;230;-775088970;12/12/2000
nombre230;apellido116;2747454281;-14790576;231;-778521080;23/12/2011
nombre231;apelliodo117;2759454270;-14855885;232;-781953190;12/12/2000
nombre232;apellido117;2771454259;-14921194;233;-785385300;23/12/2011
nombre233;apelliodo118;2783454248;-14986503;234;-788817410;12/12/2000
nombre234;apellido118;2795454237;-15051812;235;-792249520;23/12/2011
nombre235;apelliodo119;2807454226;-15117121;236;-795681630;12/12/2000
nombre236;apellido119;2819454215;-15182430;237;-799113740;23/12/2011
nombre237;apelliodo120;2831454204;-15247739;238;-802545850;12/12/2000
nombre238;apellido120;2843454193;-15313048;239;-805977960;23/12/2011
nombre239;apelliodo121;2855454182;-15378357;240;-809410070;12/12/2000
nombre240;apellido121;2867454171;-15443666;241;-812842180;23/12/2011
nombre241;apelliodo122;2879454160;-15508975;242;-816274290;12/12/2000
nombre242;apellido122;2891454149;-15574284;243;-819706400;23/12/2011
nombre243;apelliodo123;2903454138;-15639593;244;-823138510;12/12/2000
nombre244;apellido123;2915454127;-15704902;245;-826570620;23/12/2011
nombre245;apelliodo124;2927454116;-15770211;246;-830002730;12/12/2000
nombre246;apellido124;2939454105;-15835520;247;-833434840;23/12/2011
nombre247;apelliodo125;2951454094;-15900829;248;-836866950;12/12/2000
nombre248;apellido125;2963454083;-15966138;249;-840299060;23/12/2011
nombre249;apelliodo126;2975454072;-16031447;250;-843731170;12/12/2000
nombre250;apellido126;2987454061;-16096756;251;-847163280;23/12/2011
nombre251;apelliodo127;2999454050;-16162065;252;-850595390;12/12/2000
nombre252;apellido127;3011454039;-16227374;253;-854027500;23/12/2011
nombre253;apelliodo128;3023454028;-16292683;254;-857459610;12/12/2000
nombre254;apellido128;3035454017;-16357992;255;-860891720;23/12/2011
nombre255;apelliodo129;3047454006;-16423301;256;-864323830;12/12/2000
nombre256;apellido129;3059453995;-16488610;257;-867755940;23/12/2011
nombre257;apelliodo130;3071453984;-16553919;258;-871188050;12/12/2000
nombre258;apellido130;3083453973;-16619228;259;-874620160;23/12/2011
nombre259;apelliodo131;3095453962;-16684537;260;-878052270;12/12/2000
nombre260;apellido131;3107453951;-16749846;261;-881484380;23/12/2011
nombre261;apelliodo132;3119453940;-16815155;262;-884916490;12/12/2000
nombre262;apellido132;3131453929;-16880464;263;-888348600;23/12/2011
nombre263;apelliodo133;3143453918;-16945773;264;-891780710;12/12/2000
nombre264;apellido133;3155453907;-17011082;265;-895212820;23/12/2011
nombre265;apelliodo134;3167453896;-17076391;266;-898644930;12/12/2000
nombre266;apellido134;3179453885;-17141700;267;-902077040;23/12/2011
nombre267;apelliodo135;3191453874;-17207009;268;-905509150;12/12/2000
nombre268;apellido135;3203453863;-17272318;269;-908941260;23/12/2011
nombre269;apelliodo136;3215453852;-17337627;270;-912373370;12/12/2000
nombre270;apellido136;3227453841;-17402936;271;-915805480;23/12/2011
nombre271;apelliodo137;3239453830;-17468245;272;-919237590;12/12/2000
nombre272;apellido137;3251453819;-17533554;273;-922669700;23/12/2011
nombre273;apelliodo138;3263453808;-17598863;274;-926101810;12/12/2000
nombre274;apellido138;3275453797;-17664172;275;-929533920;23/12/2011
nombre275;apelliodo139;3287453786;-17729481;276;-932966030;12/12/2000
nombre276;apellido139;3299453775;-17794790;277;-936398140;23/12/2011
nombre277;apelliodo140;3311453764;-17860099;278;-939830250;12/12/2000
nombre278;apellido140;3323453753;-17925408;279;-943262360;23/12/2011
nombre279;apelliodo141;3335453742;-17990717;280;-946694470;12/12/2000
nombre280;apellido141;3347453731;-18056026;281;-950126580;23/12/2011
nombre281;apelliodo142;3359453720;-18121335;282;-953558690;12/12/2000
nombre282;apellido142;3371453709;-18186644;283;-956990800;23/12/2011
nombre283;apelliodo143;3383453698;-18251953;284;-960422910;12/12/2000
nombre284;apellido143;3395453687;-18317262;285;-963855020;23/12/2011
nombre285;apelliodo144;3407453676;-18382571;286;-967287130;12/12/2000
nombre286;apellido144;3419453665;-18447880;287;-970719240;23/12/2011
nombre287;apelliodo145;3431453654;-18513189;288;-974151350;12/12/2000
nombre288;apellido145;3443453643;-18578498;289;-977583460;23/12/2011
nombre289;apelliodo146;3455453632;-18643807;290;-981015570;12/12/2000
nombre290;apellido146;3467453621;-18709116;291;-984447680;23/12/2011
nombre291;apelliodo147;3479453610;-18774425;292;-987879790;12/12/2000
nombre292;apellido147;3491453599;-18839734;293;-991311900;23/12/2011
nombre293;apelliodo148;3503453588;-18905043;294;-994744010;12/12/2000
nombre294;apellido148;3515453577;-18970352;295;-998176120;23/12/2011
nombre295;apelliodo149;3527453566;-19035661;296;-1001608230;12/12/2000
nombre296;apellido149;3539453555;-19100970;297;-1005040340;23/12/2011
nombre297;apelliodo150;3551453544;-19166279;298;-1008472450;12/12/2000
nombre298;apellido150;3563453533;-19231588;299;-1011904560;23/12/2011
nombre299;apelliodo151;3575453522;-19296897;300;-1015336670;12/12/2000
nombre300;apellido151;3587453511;-19362206;301;-1018768780;23/12/2011
nombre301;apelliodo152;3599453500;-19427515;302;-1022200890;12/12/2000
nombre302;apellido152;3611453489;-19492824;303;-1025633000;23/12/2011
nombre303;apelliodo153;3623453478;-19558133;304;-1029065110;12/12/2000
nombre304;apellido153;3635453467;-19623442;305;-1032497220;23/12/2011
nombre305;apelliodo154;3647453456;-19688751;306;-1035929330;12/12/2000
nombre306;apellido154;3659453445;-19754060;307;-1039361440;23/12/2011
nombre307;apelliodo155;3671453434;-19819369;308;-1042793550;12/12/2000
nombre308;apellido155;3683453423;-19884678;309;-1046225660;23/12/2011
nombre309;apelliodo156;3695453412;-19949987;310;-1049657770;12/12/2000
nombre310;apellido156;3707453401;-20015296;311;-1053089880;23/12/2011
nombre311;apelliodo157;3719453390;-20080605;312;-1056521990;12/12/2000
nombre312;apellido157;3731453379;-20145914;313;-1059954100;23/12/2011
nombre313;apelliodo158;3743453368;-20211223;314;-1063386210;12/12/2000
nombre314;apellido158;3755453357;-20276532;315;-1066818320;23/12/2011
nombre315;apelliodo159;3767453346;-20341841;316;-1070250430;12/12/2000
nombre316;apellido159;3779453335;-20407150;317;-1073682540;23/12/2011
nombre317;apelliodo160;3791453324;-20472459;318;-1077114650;12/12/2000
nombre318;apellido160;3803453313;-20537768;319;-1080546760;23/12/2011
nombre319;apelliodo161;3815453302;-20603077;320;-1083978870;12/12/2000
nombre320;apellido161;3827453291;-20668386;321;-1087410980;23/12/2011
nombre321;apelliodo162;3839453280;-20733695;322;-1090843090;12/12/2000
nombre322;apellido162;3851453269;-20799004;323;-1094275200;23/12/2011
nombre323;apelliodo163;3863453258;-20864313;324;-1097707310;12/12/2000
nombre324;apellido163;3875453247;-20929622;325;-1101139420;23/12/2011
nombre325;apelliodo164;3887453236;-20994931;326;-1104571530;12/12/2000
nombre326;apellido164;3899453225;-21060240;327;-1108003640;23/12/2011
nombre327;apelliodo165;3911453214;-21125549;328;-1111435750;12/12/2000
nombre328;apellido165;3923453203;-21190858;329;-1114867860;23/12/2011
nombre329;apelliodo166;3935453192;-21256167;330;-1118299970;12/12/2000
nombre330;apellido166;3947453181;-21321476;331;-1121732080;23/12/2011
nombre331;apelliodo167;3959453170;-21386785;332;-1125164190;12/12/2000
nombre332;apellido167;3971453159;-21452094;333;-1128596300;23/12/2011
nombre333;apelliodo168;3983453148;-21517403;334;-1132028410;12/12/2000
nombre334;apellido168;3995453137;-21582712;335;-1135460520;23/12/2011
nombre335;apelliodo169;4007453126;-21648021;336;-1138892630;12/12/2000
nombre336;apellido169;4019453115;-21713330;337;-1142324740;23/12/2011
nombre337;apelliodo170;4031453104;-21778639;338;-1145756850;12/12/2000
nombre338;apellido170;4043453093;-21843948;339;-1149188960;23/12/2011
nombre339;apelliodo171;4055453082;-21909257;340;-1152621070;12/12/2000
nombre340;apellido171;4067453071;-21974566;341;-1156053180;23/12/2011
nombre341;apelliodo172;4079453060;-22039875;342;-1159485290;12/12/2000
nombre342;apellido172;4091453049;-22105184;343;-1162917400;23/12/2011
nombre343;apelliodo173;4103453038;-22170493;344;-1166349510;12/12/2000
nombre344;apellido173;4115453027;-22235802;345;-1169781620;23/12/2011
nombre345;apelliodo174;4127453016;-22301111;346;-1173213730;12/12/2000
nombre346;apellido174;4139453005;-22366420;347;-1176645840;23/12/2011
nombre347;apelliodo175;4151452994;-22431729;348;-1180077950;12/12/2000
nombre348;apellido175;4163452983;-22497038;349;-1183510060;23/12/2011
nombre349;apelliodo176;4175452972;-22562347;350;-1186942170;12/12/2000
nombre350;apellido176;4187452961;-22627656;351;-1190374280;23/12/2011
nombre351;apelliodo177;4199452950;-22692965;352;-1193806390;12/12/2000
nombre352;apellido177;4211452939;-22758274;353;-1197238500;23/12/2011
nombre353;apelliodo178;4223452928;-22823583;354;-1200670610;12/12/2000
nombre354;apellido178;4235452917;-22888892;355;-1204102720;23/12/2011
nombre355;apelliodo179;4247452906;-22954201;356;-1207534830;12/12/2000
nombre356;apellido179;4259452895;-23019510;357;-1210966940;23/12/2011
nombre357;apelliodo180;4271452884;-23084819;358;-1214399050;12/12/2000
nombre358;apellido180;4283452873;-23150128;359;-1217831160;23/12/2011
nombre359;apelliodo181;4295452862;-23215437;360;-1221263270;12/12/2000
nombre360;apellido181;4307452851;-23280746;361;-1224695380;23/12/2011
nombre361;apelliodo182;4319452840;-23346055;362;-1228127490;12/12/2000
nombre362;apellido182;4331452829;-23411364;363;-1231559600;23/12/2011
nombre363;apelliodo183;4343452818;-23476673;364;-1234991710;12/12/2000
nombre364;apellido183;4355452807;-23541982;365;-1238423820;23/12/2011
nombre365;apelliodo184;4367452796;-23607291;366;-1241855930;12/12/2000
nombre366;apellido184;4379452785;-23672600;367;-1245288040;23/12/2011
nombre367;apelliodo185;4391452774;-23737909;368;-1248720150;12/12/2000
nombre368;apellido185;4403452763;-23803218;369;-1252152260;23/12/2011
nombre369;apelliodo186;4415452752;-23868527;370;-1255584370;12/12/2000
nombre370;apellido186;4427452741;-23933836;371;-1259016480;23/12/2011
nombre371;apelliodo187;4439452730;-23999145;372;-1262448590;12/12/2000
nombre372;apellido187;4451452719;-24064454;373;-1265880700;23/12/2011
nombre373;apelliodo188;4463452708;-24129763;374;-1269312810;12/12/2000
nombre374;apellido188;4475452697;-24195072;375;-1272744920;23/12/2011
nombre375;apelliodo189;4487452686;-24260381;376;-1276177030;12/12/2000
nombre376;apellido189;4499452675;-24325690;377;-1279609140;23/12/2011
nombre377;apelliodo190;4511452664;-24390999;378;-1283041250;12/12/2000
nombre378;apellido190;4523452653;-24456308;379;-1286473360;23/12/2011
nombre379;apelliodo191;4535452642;-24521617;380;-1289905470;12/12/2000
nombre380;apellido191;4547452631;-24586926;381;-1293337580;23/12/2011
nombre381;apelliodo192;4559452620;-24652235;382;-1296769690;12/12/2000
nombre382;apellido192;4571452609;-24717544;383;-1300201800;23/12/2011
nombre383;apelliodo193;4583452598;-24782853;384;-1303633910;12/12/2000
nombre384;apellido193;4595452587;-24848162;385;-1307066020;23/12/2011
nombre385;apelliodo194;4607452576;-24913471;386;-1310498130;12/12/2000
nombre386;apellido194;4619452565;-24978780;387;-1313930240;23/12/2011
nombre387;apelliodo195;4631452554;-25044089;388;-1317362350;12/12/2000
nombre388;apellido195;4643452543;-25109398;389;-1320794460;23/12/2011
nombre389;apelliodo196;4655452532;-25174707;390;-1324226570;12/12/2000
nombre390;apellido196;4667452521;-25240016;391;-1327658680;23/12/2011
nombre391;apelliodo197;4679452510;-25305325;392;-1331090790;12/12/2000
nombre392;apellido197;4691452499;-25370634;393;-1334522900;23/12/2011
nombre393;apelliodo198;4703452488;-25435943;394;-1337955010;12/12/2000
nombre394;apellido198;4715452477;-25501252;395;-1341387120;23/12/2011
nombre395;apelliodo199;4727452466;-25566561;396;-1344819230;12/12/2000
nombre396;apellido199;4739452455;-25631870;397;-1348251340;23/12/2011
nombre397;apelliodo200;4751452444;-25697179;398;-1351683450;12/12/2000
nombre398;apellido200;4763452433;-25762488;399;-1355115560;23/12/2011
nombre399;apelliodo201;4775452422;-25827797;400;-1358547670;12/12/2000
